Parent_Code,Parent_Label,Child_Code,Child_Label
3380,Convention on Biological Diversity (CBD),408,Dem. People's Rep. of Korea
3382,Nagoya Protocol on Access and Benefit Sharing,408,Dem. People's Rep. of Korea
3380,Convention on Biological Diversity (CBD),410,"Korea, Republic of"
3381,CITES (Convention on International Trade in Endangered Species of Wild Fauna and Flora),410,"Korea, Republic of"
3382,Nagoya Protocol on Access and Benefit Sharing,410,"Korea, Republic of"
3384,BioTrade countries,410,"Korea, Republic of"
3380,Convention on Biological Diversity (CBD),412,Kosovo
3381,CITES (Convention on International Trade in Endangered Species of Wild Fauna and Flora),412,Kosovo
3382,Nagoya Protocol on Access and Benefit Sharing,412,Kosovo
3384,BioTrade countries,412,Kosovo
3380,Convention on Biological Diversity (CBD),414,Kuwait
3381,CITES (Convention on International Trade in Endangered Species of Wild Fauna and Flora),414,Kuwait
3382,Nagoya Protocol on Access and Benefit Sharing,414,Kuwait
3380,Convention on Biological Diversity (CBD),417,Kyrgyzstan
3381,CITES (Convention on International Trade in Endangered Species of Wild Fauna and Flora),417,Kyrgyzstan
3382,Nagoya Protocol on Access and Benefit Sharing,417,Kyrgyzstan
3380,Convention on Biological Diversity (CBD),418,Lao People's Dem. Rep.
3381,CITES (Convention on International Trade in Endangered Species of Wild Fauna and Flora),418,Lao People's Dem. Rep.
3382,Nagoya Protocol on Access and Benefit Sharing,418,Lao People's Dem. Rep.
3384,BioTrade countries,418,Lao People's Dem. Rep.
3380,Convention on Biological Diversity (CBD),422,Lebanon
3381,CITES (Convention on International Trade in Endangered Species of Wild Fauna and Flora),422,Lebanon
3382,Nagoya Protocol on Access and Benefit Sharing,422,Lebanon
3380,Convention on Biological Diversity (CBD),426,Lesotho
3381,CITES (Convention on International Trade in Endangered Species of Wild Fauna and Flora),426,Lesotho
3382,Nagoya Protocol on Access and Benefit Sharing,426,Lesotho
3384,BioTrade countries,426,Lesotho
3380,Convention on Biological Diversity (CBD),430,Liberia
3381,CITES (Convention on International Trade in Endangered Species of Wild Fauna and Flora),430,Liberia
3382,Nagoya Protocol on Access and Benefit Sharing,430,Liberia
3380,Convention on Biological Diversity (CBD),434,Libya
3381,CITES (Convention on International Trade in Endangered Species of Wild Fauna and Flora),434,Libya
3380,Convention on Biological Diversity (CBD),438,Liechtenstein
3381,CITES (Convention on International Trade in Endangered Species of Wild Fauna and Flora),438,Liechtenstein
3382,Nagoya Protocol on Access and Benefit Sharing,438,Liechtenstein
3384,BioTrade countries,438,Liechtenstein
3380,Convention on Biological Diversity (CBD),450,Madagascar
3381,CITES (Convention on International Trade in Endangered Species of Wild Fauna and Flora),450,Madagascar
3382,Nagoya Protocol on Access and Benefit Sharing,450,Madagascar
3383,LMMC (Like-Minded Megadiverse Countries),450,Madagascar
3384,BioTrade countries,450,Madagascar
3380,Convention on Biological Diversity (CBD),454,Malawi
3381,CITES (Convention on International Trade in Endangered Species of Wild Fauna and Flora),454,Malawi
3382,Nagoya Protocol on Access and Benefit Sharing,454,Malawi
3384,BioTrade countries,454,Malawi
3380,Convention on Biological Diversity (CBD),458,Malaysia
3381,CITES (Convention on International Trade in Endangered Species of Wild Fauna and Flora),458,Malaysia
3382,Nagoya Protocol on Access and Benefit Sharing,458,Malaysia
3383,LMMC (Like-Minded Megadiverse Countries),458,Malaysia
3380,Convention on Biological Diversity (CBD),462,Maldives
3381,CITES (Convention on International Trade in Endangered Species of Wild Fauna and Flora),462,Maldives
3382,Nagoya Protocol on Access and Benefit Sharing,462,Maldives
3380,Convention on Biological Diversity (CBD),466,Mali
3381,CITES (Convention on International Trade in Endangered Species of Wild Fauna and Flora),466,Mali
3382,Nagoya Protocol on Access and Benefit Sharing,466,Mali
3384,BioTrade countries,466,Mali
3384,BioTrade countries,474,Martinique
3380,Convention on Biological Diversity (CBD),478,Mauritania
3381,CITES (Convention on International Trade in Endangered Species of Wild Fauna and Flora),478,Mauritania
3382,Nagoya Protocol on Access and Benefit Sharing,478,Mauritania
3380,Convention on Biological Diversity (CBD),480,Mauritius
3381,CITES (Convention on International Trade in Endangered Species of Wild Fauna and Flora),480,Mauritius
3382,Nagoya Protocol on Access and Benefit Sharing,480,Mauritius
3384,BioTrade countries,480,Mauritius
3380,Convention on Biological Diversity (CBD),484,Mexico
3381,CITES (Convention on International Trade in Endangered Species of Wild Fauna and Flora),484,Mexico
3382,Nagoya Protocol on Access and Benefit Sharing,484,Mexico
3383,LMMC (Like-Minded Megadiverse Countries),484,Mexico
3384,BioTrade countries,484,Mexico
3384,BioTrade countries,492,Monaco
3380,Convention on Biological Diversity (CBD),496,Mongolia
3381,CITES (Convention on International Trade in Endangered Species of Wild Fauna and Flora),496,Mongolia
3382,Nagoya Protocol on Access and Benefit Sharing,496,Mongolia
3380,Convention on Biological Diversity (CBD),498,"Moldova, Republic of"
3381,CITES (Convention on International Trade in Endangered Species of Wild Fauna and Flora),498,"Moldova, Republic of"
3382,Nagoya Protocol on Access and Benefit Sharing,498,"Moldova, Republic of"
3380,Convention on Biological Diversity (CBD),499,Montenegro
3381,CITES (Convention on International Trade in Endangered Species of Wild Fauna and Flora),499,Montenegro
3382,Nagoya Protocol on Access and Benefit Sharing,499,Montenegro
3380,Convention on Biological Diversity (CBD),504,Morocco
3381,CITES (Convention on International Trade in Endangered Species of Wild Fauna and Flora),504,Morocco
3382,Nagoya Protocol on Access and Benefit Sharing,504,Morocco
3384,BioTrade countries,504,Morocco
3380,Convention on Biological Diversity (CBD),508,Mozambique
3381,CITES (Convention on International Trade in Endangered Species of Wild Fauna and Flora),508,Mozambique
3382,Nagoya Protocol on Access and Benefit Sharing,508,Mozambique
3384,BioTrade countries,508,Mozambique
3380,Convention on Biological Diversity (CBD),512,Oman
3381,CITES (Convention on International Trade in Endangered Species of Wild Fauna and Flora),512,Oman
3382,Nagoya Protocol on Access and Benefit Sharing,512,Oman
3380,Convention on Biological Diversity (CBD),516,Namibia
3381,CITES (Convention on International Trade in Endangered Species of Wild Fauna and Flora),516,Namibia
3382,Nagoya Protocol on Access and Benefit Sharing,516,Namibia
3384,BioTrade countries,516,Namibia
3380,Convention on Biological Diversity (CBD),520,Nauru
3380,Convention on Biological Diversity (CBD),524,Nepal
3381,CITES (Convention on International Trade in Endangered Species of Wild Fauna and Flora),524,Nepal
3382,Nagoya Protocol on Access and Benefit Sharing,524,Nepal
3384,BioTrade countries,524,Nepal
3380,Convention on Biological Diversity (CBD),548,Vanuatu
3381,CITES (Convention on International Trade in Endangered Species of Wild Fauna and Flora),548,Vanuatu
3382,Nagoya Protocol on Access and Benefit Sharing,548,Vanuatu
3380,Convention on Biological Diversity (CBD),554,New Zealand
3381,CITES (Convention on International Trade in Endangered Species of Wild Fauna and Flora),554,New Zealand
3384,BioTrade countries,554,New Zealand
3380,Convention on Biological Diversity (CBD),558,Nicaragua
3381,CITES (Convention on International Trade in Endangered Species of Wild Fauna and Flora),558,Nicaragua
3382,Nagoya Protocol on Access and Benefit Sharing,558,Nicaragua
3384,BioTrade countries,558,Nicaragua
3380,Convention on Biological Diversity (CBD),562,Niger
3381,CITES (Convention on International Trade in Endangered Species of Wild Fauna and Flora),562,Niger
3382,Nagoya Protocol on Access and Benefit Sharing,562,Niger
3380,Convention on Biological Diversity (CBD),566,Nigeria
3381,CITES (Convention on International Trade in Endangered Species of Wild Fauna and Flora),566,Nigeria
3384,BioTrade countries,566,Nigeria
3380,Convention on Biological Diversity (CBD),570,Niue
3380,Convention on Biological Diversity (CBD),582,"Pacific Islands, Trust Territory"
3382,Nagoya Protocol on Access and Benefit Sharing,582,"Pacific Islands, Trust Territory"
3380,Convention on Biological Diversity (CBD),583,Micronesia (Federated States of)
3382,Nagoya Protocol on Access and Benefit Sharing,583,Micronesia (Federated States of)
3380,Convention on Biological Diversity (CBD),584,Marshall Islands
3382,Nagoya Protocol on Access and Benefit Sharing,584,Marshall Islands
3380,Convention on Biological Diversity (CBD),585,Palau
3381,CITES (Convention on International Trade in Endangered Species of Wild Fauna and Flora),585,Palau
3382,Nagoya Protocol on Access and Benefit Sharing,585,Palau
3380,Convention on Biological Diversity (CBD),586,Pakistan
3381,CITES (Convention on International Trade in Endangered Species of Wild Fauna and Flora),586,Pakistan
3382,Nagoya Protocol on Access and Benefit Sharing,586,Pakistan
3380,Convention on Biological Diversity (CBD),590,"Panama, excluding Canal Zone"
3381,CITES (Convention on International Trade in Endangered Species of Wild Fauna and Flora),590,"Panama, excluding Canal Zone"
3382,Nagoya Protocol on Access and Benefit Sharing,590,"Panama, excluding Canal Zone"
3380,Convention on Biological Diversity (CBD),591,Panama
3381,CITES (Convention on International Trade in Endangered Species of Wild Fauna and Flora),591,Panama
3382,Nagoya Protocol on Access and Benefit Sharing,591,Panama
3380,Convention on Biological Diversity (CBD),592,"Panama, Canal Zone"
3381,CITES (Convention on International Trade in Endangered Species of Wild Fauna and Flora),592,"Panama, Canal Zone"
3382,Nagoya Protocol on Access and Benefit Sharing,592,"Panama, Canal Zone"
3380,Convention on Biological Diversity (CBD),598,Papua New Guinea
3381,CITES (Convention on International Trade in Endangered Species of Wild Fauna and Flora),598,Papua New Guinea
3380,Convention on Biological Diversity (CBD),600,Paraguay
3381,CITES (Convention on International Trade in Endangered Species of Wild Fauna and Flora),600,Paraguay
3384,BioTrade countries,600,Paraguay
3380,Convention on Biological Diversity (CBD),604,Peru
3381,CITES (Convention on International Trade in Endangered Species of Wild Fauna and Flora),604,Peru
3382,Nagoya Protocol on Access and Benefit Sharing,604,Peru
3383,LMMC (Like-Minded Megadiverse Countries),604,Peru
3384,BioTrade countries,604,Peru
3380,Convention on Biological Diversity (CBD),608,Philippines
3381,CITES (Convention on International Trade in Endangered Species of Wild Fauna and Flora),608,Philippines
3382,Nagoya Protocol on Access and Benefit Sharing,608,Philippines
3383,LMMC (Like-Minded Megadiverse Countries),608,Philippines
3384,BioTrade countries,608,Philippines
3384,BioTrade countries,616,Poland
3384,BioTrade countries,620,Portugal
3380,Convention on Biological Diversity (CBD),624,Guinea-Bissau
3381,CITES (Convention on International Trade in Endangered Species of Wild Fauna and Flora),624,Guinea-Bissau
3382,Nagoya Protocol on Access and Benefit Sharing,624,Guinea-Bissau
3380,Convention on Biological Diversity (CBD),626,Timor-Leste
3381,CITES (Convention on International Trade in Endangered Species of Wild Fauna and Flora),630,Puerto Rico
3384,BioTrade countries,630,Puerto Rico
3380,Convention on Biological Diversity (CBD),634,Qatar
3381,CITES (Convention on International Trade in Endangered Species of Wild Fauna and Flora),634,Qatar
3382,Nagoya Protocol on Access and Benefit Sharing,634,Qatar
3384,BioTrade countries,638,Reunion
3380,Convention on Biological Diversity (CBD),643,Russian Federation
3381,CITES (Convention on International Trade in Endangered Species of Wild Fauna and Flora),643,Russian Federation
3380,Convention on Biological Diversity (CBD),646,Rwanda
3381,CITES (Convention on International Trade in Endangered Species of Wild Fauna and Flora),646,Rwanda
3382,Nagoya Protocol on Access and Benefit Sharing,646,Rwanda
3380,Convention on Biological Diversity (CBD),659,Saint Kitts and Nevis
3381,CITES (Convention on International Trade in Endangered Species of Wild Fauna and Flora),659,Saint Kitts and Nevis
3382,Nagoya Protocol on Access and Benefit Sharing,659,Saint Kitts and Nevis
3380,Convention on Biological Diversity (CBD),662,Saint Lucia
3381,CITES (Convention on International Trade in Endangered Species of Wild Fauna and Flora),662,Saint Lucia
3382,Nagoya Protocol on Access and Benefit Sharing,662,Saint Lucia
3384,BioTrade countries,662,Saint Lucia
3380,Convention on Biological Diversity (CBD),670,Saint Vincent and the Grenadines
3381,CITES (Convention on International Trade in Endangered Species of Wild Fauna and Flora),670,Saint Vincent and the Grenadines
3384,BioTrade countries,670,Saint Vincent and the Grenadines
3380,Convention on Biological Diversity (CBD),674,San Marino
3381,CITES (Convention on International Trade in Endangered Species of Wild Fauna and Flora),674,San Marino
3380,Convention on Biological Diversity (CBD),678,Sao Tome and Principe
3381,CITES (Convention on International Trade in Endangered Species of Wild Fauna and Flora),678,Sao Tome and Principe
3382,Nagoya Protocol on Access and Benefit Sharing,678,Sao Tome and Principe
3380,Convention on Biological Diversity (CBD),682,Saudi Arabia
3381,CITES (Convention on International Trade in Endangered Species of Wild Fauna and Flora),682,Saudi Arabia
3382,Nagoya Protocol on Access and Benefit Sharing,682,Saudi Arabia
3384,BioTrade countries,682,Saudi Arabia
3380,Convention on Biological Diversity (CBD),686,Senegal
3381,CITES (Convention on International Trade in Endangered Species of Wild Fauna and Flora),686,Senegal
3382,Nagoya Protocol on Access and Benefit Sharing,686,Senegal
3384,BioTrade countries,686,Senegal
3380,Convention on Biological Diversity (CBD),688,Serbia
3381,CITES (Convention on International Trade in Endangered Species of Wild Fauna and Flora),688,Serbia
3382,Nagoya Protocol on Access and Benefit Sharing,688,Serbia
3384,BioTrade countries,688,Serbia
3380,Convention on Biological Diversity (CBD),690,Seychelles
3381,CITES (Convention on International Trade in Endangered Species of Wild Fauna and Flora),690,Seychelles
3382,Nagoya Protocol on Access and Benefit Sharing,690,Seychelles
3380,Convention on Biological Diversity (CBD),694,Sierra Leone
3381,CITES (Convention on International Trade in Endangered Species of Wild Fauna and Flora),694,Sierra Leone
3382,Nagoya Protocol on Access and Benefit Sharing,694,Sierra Leone
3380,Convention on Biological Diversity (CBD),702,Singapore
3381,CITES (Convention on International Trade in Endangered Species of Wild Fauna and Flora),702,Singapore
3380,Convention on Biological Diversity (CBD),704,Viet Nam
3381,CITES (Convention on International Trade in Endangered Species of Wild Fauna and Flora),704,Viet Nam
3382,Nagoya Protocol on Access and Benefit Sharing,704,Viet Nam
3384,BioTrade countries,704,Viet Nam
3380,Convention on Biological Diversity (CBD),706,Somalia
3381,CITES (Convention on International Trade in Endangered Species of Wild Fauna and Flora),706,Somalia
3380,Convention on Biological Diversity (CBD),710,South Africa
3381,CITES (Convention on International Trade in Endangered Species of Wild Fauna and Flora),710,South Africa
3382,Nagoya Protocol on Access and Benefit Sharing,710,South Africa
3383,LMMC (Like-Minded Megadiverse Countries),710,South Africa
3384,BioTrade countries,710,South Africa
3380,Convention on Biological Diversity (CBD),716,Zimbabwe
3381,CITES (Convention on International Trade in Endangered Species of Wild Fauna and Flora),716,Zimbabwe
3382,Nagoya Protocol on Access and Benefit Sharing,716,Zimbabwe
3384,BioTrade countries,716,Zimbabwe
3380,Convention on Biological Diversity (CBD),720,"Yemen, Democratic"
3381,CITES (Convention on International Trade in Endangered Species of Wild Fauna and Flora),720,"Yemen, Democratic"
3384,BioTrade countries,724,Spain
3380,Convention on Biological Diversity (CBD),736,Sudan (...2011)
3381,CITES (Convention on International Trade in Endangered Species of Wild Fauna and Flora),736,Sudan (...2011)
3382,Nagoya Protocol on Access and Benefit Sharing,736,Sudan (...2011)
3384,BioTrade countries,736,Sudan (...2011)
3380,Convention on Biological Diversity (CBD),740,Suriname
3381,CITES (Convention on International Trade in Endangered Species of Wild Fauna and Flora),740,Suriname
3380,Convention on Biological Diversity (CBD),744,Svalbard and Jan Mayen Islands
3381,CITES (Convention on International Trade in Endangered Species of Wild Fauna and Flora),744,Svalbard and Jan Mayen Islands
3382,Nagoya Protocol on Access and Benefit Sharing,744,Svalbard and Jan Mayen Islands
3380,Convention on Biological Diversity (CBD),748,Eswatini
3381,CITES (Convention on International Trade in Endangered Species of Wild Fauna and Flora),748,Eswatini
3382,Nagoya Protocol on Access and Benefit Sharing,748,Eswatini
3384,BioTrade countries,748,Eswatini
3380,Convention on Biological Diversity (CBD),756,Switzerland
3381,CITES (Convention on International Trade in Endangered Species of Wild Fauna and Flora),756,Switzerland
3382,Nagoya Protocol on Access and Benefit Sharing,756,Switzerland
3384,BioTrade countries,756,Switzerland
3380,Convention on Biological Diversity (CBD),760,Syrian Arab Republic
3381,CITES (Convention on International Trade in Endangered Species of Wild Fauna and Flora),760,Syrian Arab Republic
3382,Nagoya Protocol on Access and Benefit Sharing,760,Syrian Arab Republic
3380,Convention on Biological Diversity (CBD),762,Tajikistan
3381,CITES (Convention on International Trade in Endangered Species of Wild Fauna and Flora),762,Tajikistan
3382,Nagoya Protocol on Access and Benefit Sharing,762,Tajikistan
3380,Convention on Biological Diversity (CBD),764,Thailand
3381,CITES (Convention on International Trade in Endangered Species of Wild Fauna and Flora),764,Thailand
3384,BioTrade countries,764,Thailand
3380,Convention on Biological Diversity (CBD),768,Togo
3381,CITES (Convention on International Trade in Endangered Species of Wild Fauna and Flora),768,Togo
3382,Nagoya Protocol on Access and Benefit Sharing,768,Togo
3384,BioTrade countries,768,Togo
3380,Convention on Biological Diversity (CBD),776,Tonga
3381,CITES (Convention on International Trade in Endangered Species of Wild Fauna and Flora),776,Tonga
3382,Nagoya Protocol on Access and Benefit Sharing,776,Tonga
3380,Convention on Biological Diversity (CBD),780,Trinidad and Tobago
3381,CITES (Convention on International Trade in Endangered Species of Wild Fauna and Flora),780,Trinidad and Tobago
3380,Convention on Biological Diversity (CBD),784,United Arab Emirates
3381,CITES (Convention on International Trade in Endangered Species of Wild Fauna and Flora),784,United Arab Emirates
3382,Nagoya Protocol on Access and Benefit Sharing,784,United Arab Emirates
3380,Convention on Biological Diversity (CBD),788,Tunisia
3381,CITES (Convention on International Trade in Endangered Species of Wild Fauna and Flora),788,Tunisia
3382,Nagoya Protocol on Access and Benefit Sharing,788,Tunisia
3380,Convention on Biological Diversity (CBD),792,Turkiye
3381,CITES (Convention on International Trade in Endangered Species of Wild Fauna and Flora),792,Turkiye
3384,BioTrade countries,792,Turkiye
3380,Convention on Biological Diversity (CBD),795,Turkmenistan
3382,Nagoya Protocol on Access and Benefit Sharing,795,Turkmenistan
3380,Convention on Biological Diversity (CBD),798,Tuvalu
3382,Nagoya Protocol on Access and Benefit Sharing,798,Tuvalu
3380,Convention on Biological Diversity (CBD),800,Uganda
3381,CITES (Convention on International Trade in Endangered Species of Wild Fauna and Flora),800,Uganda
3382,Nagoya Protocol on Access and Benefit Sharing,800,Uganda
3380,Convention on Biological Diversity (CBD),804,Ukraine
3381,CITES (Convention on International Trade in Endangered Species of Wild Fauna and Flora),804,Ukraine
3382,Nagoya Protocol on Access and Benefit Sharing,804,Ukraine
3380,Convention on Biological Diversity (CBD),807,North Macedonia
3381,CITES (Convention on International Trade in Endangered Species of Wild Fauna and Flora),807,North Macedonia
3380,Convention on Biological Diversity (CBD),810,Union of Soviet Socialist Republics
3381,CITES (Convention on International Trade in Endangered Species of Wild Fauna and Flora),810,Union of Soviet Socialist Republics
3380,Convention on Biological Diversity (CBD),818,Egypt
3381,CITES (Convention on International Trade in Endangered Species of Wild Fauna and Flora),818,Egypt
3382,Nagoya Protocol on Access and Benefit Sharing,818,Egypt
3384,BioTrade countries,818,Egypt
3380,Convention on Biological Diversity (CBD),826,United Kingdom
3381,CITES (Convention on International Trade in Endangered Species of Wild Fauna and Flora),826,United Kingdom
3382,Nagoya Protocol on Access and Benefit Sharing,826,United Kingdom
3384,BioTrade countries,826,United Kingdom
3380,Convention on Biological Diversity (CBD),831,Guernsey
3381,CITES (Convention on International Trade in Endangered Species of Wild Fauna and Flora),831,Guernsey
3382,Nagoya Protocol on Access and Benefit Sharing,831,Guernsey
3384,BioTrade countries,831,Guernsey
3380,Convention on Biological Diversity (CBD),832,Jersey
3381,CITES (Convention on International Trade in Endangered Species of Wild Fauna and Flora),832,Jersey
3382,Nagoya Protocol on Access and Benefit Sharing,832,Jersey
3384,BioTrade countries,832,Jersey
3380,Convention on Biological Diversity (CBD),833,Isle of Man
3381,CITES (Convention on International Trade in Endangered Species of Wild Fauna and Flora),833,Isle of Man
3382,Nagoya Protocol on Access and Benefit Sharing,833,Isle of Man
3384,BioTrade countries,833,Isle of Man
3380,Convention on Biological Diversity (CBD),834,United Republic of Tanzania
3381,CITES (Convention on International Trade in Endangered Species of Wild Fauna and Flora),834,United Republic of Tanzania
3382,Nagoya Protocol on Access and Benefit Sharing,834,United Republic of Tanzania
3384,BioTrade countries,834,United Republic of Tanzania
3381,CITES (Convention on International Trade in Endangered Species of Wild Fauna and Flora),840,United States
3384,BioTrade countries,840,United States
3381,CITES (Convention on International Trade in Endangered Species of Wild Fauna and Flora),850,United States Virgin Islands
3384,BioTrade countries,850,United States Virgin Islands
3380,Convention on Biological Diversity (CBD),854,Burkina Faso
3381,CITES (Convention on International Trade in Endangered Species of Wild Fauna and Flora),854,Burkina Faso
3382,Nagoya Protocol on Access and Benefit Sharing,854,Burkina Faso
3384,BioTrade countries,854,Burkina Faso
3380,Convention on Biological Diversity (CBD),858,Uruguay
3381,CITES (Convention on International Trade in Endangered Species of Wild Fauna and Flora),858,Uruguay
3382,Nagoya Protocol on Access and Benefit Sharing,858,Uruguay
3384,BioTrade countries,858,Uruguay
3380,Convention on Biological Diversity (CBD),860,Uzbekistan
3381,CITES (Convention on International Trade in Endangered Species of Wild Fauna and Flora),860,Uzbekistan
3380,Convention on Biological Diversity (CBD),862,Venezuela (Bolivarian Rep. of)
3381,CITES (Convention on International Trade in Endangered Species of Wild Fauna and Flora),862,Venezuela (Bolivarian Rep. of)
3382,Nagoya Protocol on Access and Benefit Sharing,862,Venezuela (Bolivarian Rep. of)
3383,LMMC (Like-Minded Megadiverse Countries),862,Venezuela (Bolivarian Rep. of)
3380,Convention on Biological Diversity (CBD),882,Samoa
3381,CITES (Convention on International Trade in Endangered Species of Wild Fauna and Flora),882,Samoa
3382,Nagoya Protocol on Access and Benefit Sharing,882,Samoa
3380,Convention on Biological Diversity (CBD),886,"Yemen, Arab Republic"
3381,CITES (Convention on International Trade in Endangered Species of Wild Fauna and Flora),886,"Yemen, Arab Republic"
3380,Convention on Biological Diversity (CBD),887,Yemen
3381,CITES (Convention on International Trade in Endangered Species of Wild Fauna and Flora),887,Yemen
3380,Convention on Biological Diversity (CBD),890,"Yugoslavia, Socialist Federal Republic of Yugoslavia"
3381,CITES (Convention on International Trade in Endangered Species of Wild Fauna and Flora),890,"Yugoslavia, Socialist Federal Republic of Yugoslavia"
3382,Nagoya Protocol on Access and Benefit Sharing,890,"Yugoslavia, Socialist Federal Republic of Yugoslavia"
3384,BioTrade countries,890,"Yugoslavia, Socialist Federal Republic of Yugoslavia"
3380,Convention on Biological Diversity (CBD),891,Serbia and Montenegro
3381,CITES (Convention on International Trade in Endangered Species of Wild Fauna and Flora),891,Serbia and Montenegro
3382,Nagoya Protocol on Access and Benefit Sharing,891,Serbia and Montenegro
3384,BioTrade countries,891,Serbia and Montenegro
3380,Convention on Biological Diversity (CBD),894,Zambia
3381,CITES (Convention on International Trade in Endangered Species of Wild Fauna and Flora),894,Zambia
3382,Nagoya Protocol on Access and Benefit Sharing,894,Zambia
3384,BioTrade countries,894,Zambia
3380,Convention on Biological Diversity (CBD),960,Indonesia (...2002)
3381,CITES (Convention on International Trade in Endangered Species of Wild Fauna and Flora),960,Indonesia (...2002)
3382,Nagoya Protocol on Access and Benefit Sharing,960,Indonesia (...2002)
3383,LMMC (Like-Minded Megadiverse Countries),960,Indonesia (...2002)
3384,BioTrade countries,960,Indonesia (...2002)
3380,Convention on Biological Diversity (CBD),728,South Sudan
3380,Convention on Biological Diversity (CBD),729,Sudan
3381,CITES (Convention on International Trade in Endangered Species of Wild Fauna and Flora),729,Sudan
3382,Nagoya Protocol on Access and Benefit Sharing,729,Sudan
3384,BioTrade countries,729,Sudan
3380,Convention on Biological Diversity (CBD),3380u,Convention on Biological Diversity (CBD) n.e.s.
3381,CITES (Convention on International Trade in Endangered Species of Wild Fauna and Flora),3381u,CITES (Convention on International Trade in Endangered Species of Wild Fauna and Flora) n.e.s.
3382,Nagoya Protocol on Access and Benefit Sharing,3382u,Nagoya Protocol on Access and Benefit Sharing n.e.s.
3383,LMMC (Like-Minded Megadiverse Countries),3383u,LMMC (Like-Minded Megadiverse Countries) n.e.s.
3384,BioTrade countries,3384u,BioTrade countries n.e.s.
3380,Convention on Biological Diversity (CBD),578,Norway
3381,CITES (Convention on International Trade in Endangered Species of Wild Fauna and Flora),578,Norway
3382,Nagoya Protocol on Access and Benefit Sharing,578,Norway
3382,Nagoya Protocol on Access and Benefit Sharing,040,Austria
3382,Nagoya Protocol on Access and Benefit Sharing,056,Belgium
3382,Nagoya Protocol on Access and Benefit Sharing,100,Bulgaria
3382,Nagoya Protocol on Access and Benefit Sharing,175,Mayotte
3382,Nagoya Protocol on Access and Benefit Sharing,191,Croatia
3382,Nagoya Protocol on Access and Benefit Sharing,196,Cyprus
3382,Nagoya Protocol on Access and Benefit Sharing,200,Czechoslovakia
3382,Nagoya Protocol on Access and Benefit Sharing,203,Czechia
3382,Nagoya Protocol on Access and Benefit Sharing,208,Denmark
3382,Nagoya Protocol on Access and Benefit Sharing,233,Estonia
3382,Nagoya Protocol on Access and Benefit Sharing,246,Finland
3382,Nagoya Protocol on Access and Benefit Sharing,248,Aland Islands
3382,Nagoya Protocol on Access and Benefit Sharing,250,France
3382,Nagoya Protocol on Access and Benefit Sharing,254,French Guiana
3382,Nagoya Protocol on Access and Benefit Sharing,276,Germany
3382,Nagoya Protocol on Access and Benefit Sharing,278,Democratic Republic of Germany
3382,Nagoya Protocol on Access and Benefit Sharing,280,Federal Republic of Germany
3382,Nagoya Protocol on Access and Benefit Sharing,300,Greece
3382,Nagoya Protocol on Access and Benefit Sharing,312,Guadeloupe
3382,Nagoya Protocol on Access and Benefit Sharing,348,Hungary
3382,Nagoya Protocol on Access and Benefit Sharing,372,Ireland
3382,Nagoya Protocol on Access and Benefit Sharing,380,Italy
3382,Nagoya Protocol on Access and Benefit Sharing,428,Latvia
3382,Nagoya Protocol on Access and Benefit Sharing,440,Lithuania
3382,Nagoya Protocol on Access and Benefit Sharing,442,Luxembourg
3382,Nagoya Protocol on Access and Benefit Sharing,470,Malta
3382,Nagoya Protocol on Access and Benefit Sharing,474,Martinique
3382,Nagoya Protocol on Access and Benefit Sharing,528,Netherlands (Kingdom of the)
3382,Nagoya Protocol on Access and Benefit Sharing,616,Poland
3382,Nagoya Protocol on Access and Benefit Sharing,620,Portugal
3382,Nagoya Protocol on Access and Benefit Sharing,638,Reunion
3382,Nagoya Protocol on Access and Benefit Sharing,642,Romania
3382,Nagoya Protocol on Access and Benefit Sharing,703,Slovakia
3382,Nagoya Protocol on Access and Benefit Sharing,705,Slovenia
3382,Nagoya Protocol on Access and Benefit Sharing,724,Spain
3382,Nagoya Protocol on Access and Benefit Sharing,752,Sweden
3382,Nagoya Protocol on Access and Benefit Sharing,3412u,European Union (2020 …) n.e.s.
3381,CITES (Convention on International Trade in Endangered Species of Wild Fauna and Flora),040,Austria
3381,CITES (Convention on International Trade in Endangered Species of Wild Fauna and Flora),056,Belgium
3381,CITES (Convention on International Trade in Endangered Species of Wild Fauna and Flora),100,Bulgaria
3381,CITES (Convention on International Trade in Endangered Species of Wild Fauna and Flora),175,Mayotte
3381,CITES (Convention on International Trade in Endangered Species of Wild Fauna and Flora),191,Croatia
3381,CITES (Convention on International Trade in Endangered Species of Wild Fauna and Flora),196,Cyprus
3381,CITES (Convention on International Trade in Endangered Species of Wild Fauna and Flora),200,Czechoslovakia
3381,CITES (Convention on International Trade in Endangered Species of Wild Fauna and Flora),203,Czechia
3381,CITES (Convention on International Trade in Endangered Species of Wild Fauna and Flora),208,Denmark
3381,CITES (Convention on International Trade in Endangered Species of Wild Fauna and Flora),233,Estonia
3381,CITES (Convention on International Trade in Endangered Species of Wild Fauna and Flora),246,Finland
3381,CITES (Convention on International Trade in Endangered Species of Wild Fauna and Flora),248,Aland Islands
3381,CITES (Convention on International Trade in Endangered Species of Wild Fauna and Flora),250,France
3381,CITES (Convention on International Trade in Endangered Species of Wild Fauna and Flora),254,French Guiana
3381,CITES (Convention on International Trade in Endangered Species of Wild Fauna and Flora),276,Germany
3381,CITES (Convention on International Trade in Endangered Species of Wild Fauna and Flora),278,Democratic Republic of Germany
